Reports,No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Lesion,Lung Opacity,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices
" Specifically, no evidence of focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardio mediastinal silhouette is unremarkable,1.0,0.0,,,,,,,,,,,,
 Visualized osseous structures of the thorax are without acute abnormality,1.0,,,,,,,,,,,,,
 No displaced rib fractures identified,1.0,,,,,,,,,,,,0.0,
The cardiac silhouette is at the upper limits of normal for size,1.0,,0.0,,,,,,,,,,,
 Patchy opacities are demonstrated in the left lung base,,,,,1.0,,,,,,,,,
 No focal pulmonary consolidation,1.0,,,,,,0.0,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
 Minimal degenerative changes of the thoracic spine,,,,,,,,,,,,,,
There are multiple bilateral pulmonary nodules,,,,1.0,,,,,,,,,,
" For example, there is a 12 mm left lower lobe nodule, XXXX seen on the frontal view",,,,1.0,,,,,,,,,,
 There is no pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Heart size is within normal limits,1.0,,0.0,,,,,,,,,,,
 The left hilar contour is prominent,,1.0,,,,,,,,,,,,
 There are diffuse degenerative changes of the spine,,,,,,,,,,,,,,
Frontal and lateral views of the chest show an unchanged cardiomediastinal silhouette,,-1.0,,,,,,,,,,,,
" Normal mediastinal contour, pulmonary XXXX and vasculature, central airways and aeration of the lungs",1.0,0.0,,,,,,,,,,,,
 The inferior posterior sulcus is excluded,1.0,,,,,,,,,,,,,
Cardiomediastinal silhouettes are within normal limits,1.0,0.0,,,,,,,,,,,,
" Lungs are clear without focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Bony thorax is unremarkable,1.0,,,,,,,,,,,,,
"No focal consolidation, pneumothorax, or pleural effusions",1.0,,,,,,0.0,,,0.0,0.0,,,
 Stable calcified granulomas,,,,,,,,,,,,,,
 Cardiomediastinal silhouette demonstrates mild tortuosity of the thoracic aorta and atherosclerotic calcifications of the aortic XXXX,,1.0,,,,,,,,,,,,
 No acute osseous abnormality identified,1.0,,,,,,,,,,,,,
Frontal and lateral views of the chest show normal size and configuration of the cardiac silhouette,1.0,,0.0,,,,,,,,,,,
" Normal mediastinal contour, pulmonary XXXX and vasculature, central airways and lung volumes",1.0,0.0,,,,,,,,,,,,
 And scattered calcified granulomas,,,,,,,,,,,,,,
" Left greater than right basilar opacity, probable atelectasis and/or scarring",,,,,-1.0,,,,-1.0,,,,,
 No pleural effusion,1.0,,,,,,,,,,0.0,,,
The heart is normal in size,1.0,,0.0,,,,,,,,,,,
 The mediastinum is stable,,-1.0,,,,,,,,,,,,
 Aorta is tortuous,1.0,,,,,,,,,,,,,
 Calcified lymph XXXX are again identified,,,,,,,,,,,,,,
" There is mild prominence of the right paratracheal soft tissues, stable in appearance from prior studies",,,,,,,,,,,,,,
 There is no acute infiltrate or pleural effusion,1.0,,,,0.0,,,,,,0.0,,,
 Osteopenia and degenerative changes are identified,,,,,,,,,,,,,,
 XXXX deformity of T9 appears worse than prior study,,,,,,,,,,,,,,
Cardiomegaly is present,,,1.0,,,,,,,,,,,
 The pulmonary vascularity appears within normal limits,1.0,,,,,,,,,,,,,
 Thoracic aorta is tortuous,1.0,,,,,,,,,,,,,
 Patient is status post XXXX sternotomy,1.0,,,,,,,,,,,,,
 Surgical clips are present in the left axilla,1.0,,,,,,,,,,,,,
 Lungs are free of focal airspace disease,1.0,,,,0.0,,,,,,,,,
 No pneumothorax or pleural effusion is seen,1.0,,,,,,,,,0.0,0.0,,,
 There is eventration of the right hemidiaphragm,,,,,,,,,,,,,,
 Degenerative changes are present in the spine,,,,,,,,,,,,,,
Cardiomegaly is present,,,1.0,,,,,,,,,,,
 The pulmonary vascularity appears within normal limits,1.0,,,,,,,,,,,,,
 Thoracic aorta is tortuous,1.0,,,,,,,,,,,,,
 Patient is status post XXXX sternotomy,1.0,,,,,,,,,,,,,
 Surgical clips are present in the left axilla,1.0,,,,,,,,,,,,,
 Lungs are free of focal airspace disease,1.0,,,,0.0,,,,,,,,,
 No pneumothorax or pleural effusion is seen,1.0,,,,,,,,,0.0,0.0,,,
 There is eventration of the right hemidiaphragm,,,,,,,,,,,,,,
 Degenerative changes are present in the spine,,,,,,,,,,,,,,
No focal areas of consolidation,1.0,,,,,,0.0,,,,,,,
 No pleural effusions,1.0,,,,,,,,,,0.0,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
 Degenerative changes thoracic spine,,,,,,,,,,,,,,
 Heart size normal limits,1.0,,0.0,,,,,,,,,,,
 Cholecystectomy clips,1.0,,,,,,,,,,,,,
Heart and mediastinum are at the upper limits of normal size,,1.0,,,,,,,,,,,,
" There is no focal consolidation, pneumothorax, or large pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
" There is no acute, displaced rib fracture",1.0,,,,,,,,,,,,0.0,
 Bony structures are unremarkable,1.0,,,,,,,,,,,,,
Aortic atherosclerotic calcifications,,,,,,,,,,,,,,
 Large hiatal hernia,,,,,,,,,,,,,,
 No pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 No focal opacity,1.0,,,,0.0,,,,,,,,,
 Cardiomediastinal silhouette is stable in size and appearance,,-1.0,,,,,,,,,,,,
The cardiomediastinal silhouette is normal in size and contour,1.0,0.0,,,,,,,,,,,,
" The lungs are clear without focal airspace opacity, pleural effusion, or pneumothorax",1.0,,,,0.0,,,,,0.0,0.0,,,
 The osseous structures are intact,1.0,,,,,,,,,,,,,
The cardiac silhouette is mildly enlarged and appears mildly increased in size from the XXXX study,,,1.0,,,,,,,,,,,
 There is normal caliber pulmonary vasculature,1.0,,,,,,,,,,,,,
" The lungs are grossly clear of focal airspace disease, pneumothorax, or pleural effusion",1.0,,,,0.0,,,,,0.0,0.0,,,
 There is no evidence of pulmonary edema,1.0,,,,,0.0,,,,,,,,
There is distortion of the right hilum which may be postsurgical versus neoplastic,1.0,,,,,,,,,,,,,
 Volume loss of the right hand side,,,,,,,,,,,,,,
 There is no evidence of focal infiltrate,1.0,,,,0.0,,,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
 No pleural effusion,1.0,,,,,,,,,,0.0,,,
 Normal heart size,1.0,,0.0,,,,,,,,,,,
The heart size and mediastinal contours appear within normal limits,,1.0,1.0,,,,,,,,,,,
" No focal airspace consolidation, pleural effusion or pneumothorax",1.0,,,,,,0.0,,,0.0,0.0,,,
 No acute bony abnormalities,1.0,,,,,,,,,,,,,
Cardiac and mediastinal contours are within normal limits,1.0,0.0,,,,,,,,,,,,
 Prior granulomatous disease,,,,,,,,,,,,,,
 The lungs are clear,1.0,,,,,,,,,,,,,
 Thoracic spondylosis,1.0,,,,,,,,,,,,,
The heart is normal in size,1.0,,0.0,,,,,,,,,,,
 The mediastinum is unremarkable,1.0,0.0,,,,,,,,,,,,
 There are XXXX opacities in both lung bases compatible with scarring or atelectasis,,,,,1.0,,,,-1.0,,,,,
 Calcified granuloma in the left upper lung is noted as well as right retrocardiac calcified nodule,,,,,,,,,,,,,,
 No significant pleural effusion is seen,1.0,,,,,,,,,,0.0,,,
Heart size within normal limits,1.0,,0.0,,,,,,,,,,,
 No focal airspace disease,1.0,,,,0.0,,,,,,,,,
 Stable 4 mm lateral left midlung calcified granuloma,,,,,,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
The heart is normal in size,1.0,,0.0,,,,,,,,,,,
 The mediastinum is stable with aortic tortuosity,,-1.0,,,,,,,,,,,,
 Lungs are clear with no pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 No displaced rib fractures are noted,1.0,,,,,,,,,,,,0.0,
 There are multilevel degenerative changes of the thoracic spine,,,,,,,,,,,,,,
Heart size and mediastinal contours are normal in appearance,1.0,0.0,0.0,,,,,,,,,,,
 No consolidative airspace opacities,1.0,,,,0.0,,0.0,,,,,,,
 No radiographic evidence of pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Visualized osseous structures appear intact,1.0,,,,,,,,,,,,,
Heart size and mediastinal contours are normal in appearance,1.0,0.0,0.0,,,,,,,,,,,
 No consolidative airspace opacities,1.0,,,,0.0,,0.0,,,,,,,
 No radiographic evidence of pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Visualized osseous structures appear intact,1.0,,,,,,,,,,,,,
Heart size and mediastinal contours are normal in appearance,1.0,0.0,0.0,,,,,,,,,,,
 No consolidative airspace opacities,1.0,,,,0.0,,0.0,,,,,,,
 No radiographic evidence of pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Visualized osseous structures appear intact,1.0,,,,,,,,,,,,,
The heart is normal in size,1.0,,0.0,,,,,,,,,,,
 The mediastinum is unremarkable,1.0,0.0,,,,,,,,,,,,
 Small calcified left upper lung granuloma is noted,,,,,,,,,,,,,,
 The lungs are clear,1.0,,,,,,,,,,,,,
Cardiomediastinal silhouette is within normal limits in overall size and appearance,1.0,0.0,,,,,,,,,,,,
 Central vascular markings are symmetric and within normal limits,1.0,,,,,,,,,,,,,
" The lungs are normally inflated with no focal airspace disease, pleural effusion, or pneumothorax",1.0,,,,0.0,,,,,0.0,0.0,,,
 No acute bone abnormality,1.0,,,,,,,,,,,,,
The lungs are clear bilaterally,1.0,,,,,,,,,,,,,
" Specifically, no evidence of focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardio mediastinal silhouette is unremarkable,1.0,0.0,,,,,,,,,,,,
 Visualized osseous structures of the thorax are without acute abnormality,1.0,,,,,,,,,,,,,
 No acute displaced rib fractures,1.0,,,,,,,,,,,,0.0,
The lungs are clear bilaterally,1.0,,,,,,,,,,,,,
" Specifically, no evidence of focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardio mediastinal silhouette is unremarkable,1.0,0.0,,,,,,,,,,,,
 Visualized osseous structures of the thorax are without acute abnormality,1.0,,,,,,,,,,,,,
 No acute displaced rib fractures,1.0,,,,,,,,,,,,0.0,
Normal heart size mediastinal contours,1.0,0.0,0.0,,,,,,,,,,,
 No focal airspace consolidation,1.0,,,,,,0.0,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
" Stable, mild dextro curvature of the spine",1.0,,,,,,,,,,,,,
The XXXX examination consists of frontal and lateral radiographs of the chest,1.0,,,,,,,,,,,,,
 Atherosclerotic calcifications of the aortic XXXX are again seen,,,,,,,,,,,,,,
 The cardiomediastinal contours are within normal limits,1.0,0.0,,,,,,,,,,,,
 Pulmonary vascularity is within normal limits,1.0,,,,,,,,,,,,,
" No focal consolidation, pleural effusion, or pneumothorax identified",1.0,,,,,,0.0,,,0.0,0.0,,,
 The visualized osseous structures and upper abdomen are unremarkable,1.0,,,,,,,,,,,,,
Normal cardiac contour,1.0,0.0,0.0,,,,,,,,,,,
 Clear lung XXXX bilaterally,1.0,,,,,,,,,,,,,
 No pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Degenerative seen throughout cervical spine,,,,,,,,,,,,,,
Normal cardiomediastinal silhouette,1.0,0.0,,,,,,,,,,,,
 There is no focal consolidation,1.0,,,,,,0.0,,,,,,,
 There are no XXXX of a large pleural effusion,1.0,,,,,,,,,,0.0,,,
 There is no pneumothorax,1.0,,,,,,,,,0.0,,,,
 There is no acute bony abnormality seen,1.0,,,,,,,,,,,,,
The lungs are clear,1.0,,,,,,,,,,,,,
 The cardiomediastinal silhouette is within normal limits,1.0,0.0,,,,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
The heart and lungs have XXXX XXXX in the interval,,,1.0,,,,,,,,,,,
 Both lungs are clear and expanded,1.0,,,,,,,,,,,,,
 Heart and mediastinum normal,1.0,0.0,,,,,,,,,,,,
 Sternotomy sutures and coronary bypass clips remain intact,1.0,,,,,,,,,,,,,
The lungs are clear bilaterally,1.0,,,,,,,,,,,,,
" Specifically, no evidence of focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardio mediastinal silhouette is unremarkable,1.0,0.0,,,,,,,,,,,,
 Visualized osseous structures of the thorax are without acute abnormality,1.0,,,,,,,,,,,,,
Cardiac and mediastinal contours are within normal limits,1.0,0.0,,,,,,,,,,,,
 The lungs are clear,1.0,,,,,,,,,,,,,
 Multilevel cervical XXXX arthritis,1.0,,,,,,,,,,,,,
Evaluation is limited by body habitus and AP technique,1.0,,,,,,,,,,,,,
 Enteric suction catheter courses below diaphragm and XXXX film,1.0,,,,,,,,,,,,,1.0
 Stable heart size and mediastinal contours,,-1.0,-1.0,,,,,,,,,,,
 Low lung volumes,1.0,,,,,,,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
 Cardiac XXXX generator leads XXXX over the right atrium and right ventricle,1.0,,,,,,,,,,,,,
 Two XXXX bilateral pleural effusions,,,,,,,,,,,1.0,,,
Heart size normal,1.0,,0.0,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 XXXX are normal,1.0,,,,,,,,,,,,,
" No pneumonia, effusions, edema, pneumothorax, adenopathy, nodules or masses",,,,-1.0,,-1.0,,0.0,,-1.0,-1.0,,,
The heart and mediastinum are unremarkable,1.0,0.0,0.0,,,,,,,,,,,
 There is a calcified granuloma within the left upper lobe,,,,,,,,,,,,,,
 The lungs are clear without infiltrate,1.0,,,,0.0,,,,,,,,,
 There is no effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 There are acute mild anterior XXXX deformities identified at L1-L2,1.0,,,,,,,,,,,,,
 There is retropulsion of the posterior vertebral body of L1,1.0,,,,,,,,,,,,,
 A CT of the lumbar spine was already ordered at the time of this dictation,1.0,,,,,,,,,,,,,
Normal heart size,1.0,,0.0,,,,,,,,,,,
 Clear lungs,1.0,,,,,,,,,,,,,
 No pneumothorax or large pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
No focal lung consolidation,1.0,,,,,,0.0,,,,,,,
 Heart size and pulmonary vascularity are within normal limits,1.0,,0.0,,,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
 Minimal degenerative changes of the thoracic spine,,,,,,,,,,,,,,
 There is anterior fusion XXXX at the cervicothoracic junction,1.0,,,,,,,,,,,,,
Heart size normal,1.0,,0.0,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 XXXX are normal,1.0,,,,,,,,,,,,,
" No pneumonia, effusions, edema, pneumothorax, adenopathy, nodules or masses",,,,-1.0,,-1.0,,0.0,,-1.0,-1.0,,,
Stable appearance bipolar dual-XXXX cardiac pacemaker overlying the left hemithorax,1.0,,,,,,,,,,,,,1.0
 No interval change in XXXX position,1.0,,,,,,,,,,,,,
 Cardiomediastinal silhouette appears within normal limits,1.0,0.0,,,,,,,,,,,,
 Lungs are well-aerated,1.0,,,,,,,,,,,,,
 No areas of parenchymal consolidation or pleural effusion,1.0,,,,,,0.0,,,,0.0,,,
The heart and mediastinum are normal,1.0,0.0,0.0,,,,,,,,,,,
 The lungs are clear,1.0,,,,,,,,,,,,,
 There is mild blunting of the right costophrenic XXXX,,,,,,,,,,,,,,
" There is no infiltrate, mass or pneumothorax",1.0,,,0.0,0.0,,,,,0.0,,,,
 The right internal jugular catheter has been removed,1.0,,,,,,,,,,,,,0.0
The XXXX examination consists of frontal and lateral radiographs of the chest,1.0,,,,,,,,,,,,,
 External monitor leads XXXX the thorax,1.0,,,,,,,,,,,,,
 The cardiomediastinal contours are within normal limits,1.0,0.0,,,,,,,,,,,,
 Pulmonary vascularity is within normal limits,1.0,,,,,,,,,,,,,
" No focal consolidation, pleural effusion, or pneumothorax identified",1.0,,,,,,0.0,,,0.0,0.0,,,
 The visualized osseous structures and upper abdomen are unremarkable,1.0,,,,,,,,,,,,,
Heart size and vascularity normal,,,1.0,,,,,,,,,,,
 Mediastinal contour normal,1.0,0.0,,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 No pleural effusions or pneumothoraces,1.0,,,,,,,,,0.0,0.0,,,
Redemonstration of azygos lobe,1.0,,,,,,,,,,,,,
" Redemonstrated left perihilar nodular opacity, similar in size from previous examination",,,,1.0,1.0,,,,,,,,,
" Dense appearing, may be granulomatous",,,,,,,,,,,,,,
 The trachea is midline,1.0,,,,,,,,,,,,,
" Negative for pneumothorax, pleural effusion or focal airspace consolidation",1.0,,,,,,0.0,,,0.0,0.0,,,
 The heart size is normal,1.0,,0.0,,,,,,,,,,,
 XXXX,1.0,,,,,,,,,,,,,
" Limited exam, for evaluation of fractures",,,,,,,,,,,,,1.0,
" However, no evidence for displaced rib fracture",1.0,,,,,,,,,,,,0.0,
The heart size and pulmonary vascularity appear within normal limits,,,1.0,,,,,,,,,,,
 The lungs are free of focal airspace disease,1.0,,,,0.0,,,,,,,,,
 No pleural effusion or pneumothorax is seen,1.0,,,,,,,,,0.0,0.0,,,
Normal cardiac contours,1.0,0.0,0.0,,,,,,,,,,,
 Clear lung XXXX bilaterally,1.0,,,,,,,,,,,,,
 No pneumothorax or pleural effusions,1.0,,,,,,,,,0.0,0.0,,,
Heart size normal,1.0,,0.0,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 XXXX are normal,1.0,,,,,,,,,,,,,
" No pneumonia, effusions, edema, pneumothorax, adenopathy, nodules or masses",,,,-1.0,,-1.0,,0.0,,-1.0,-1.0,,,
Both lungs are clear and expanded,1.0,,,,,,,,,,,,,
 Heart and mediastinum normal,1.0,0.0,,,,,,,,,,,,
Lungs are clear,1.0,,,,,,,,,,,,,
 There is no pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
 The heart and mediastinum are within normal limits,1.0,0.0,0.0,,,,,,,,,,,
 Bony structures are intact,1.0,,,,,,,,,,,,,
Normal heart size,1.0,,0.0,,,,,,,,,,,
" Density surrounding superior mediastinum reflex combination of vascular, osseous common pleural structures",,1.0,,,,,,,,,,,,
 No focal airspace consolidation,1.0,,,,,,0.0,,,,,,,
 Moderate degenerative disc disease with osteophyte formation bridging,,,,,,,,,,,,,,
Normal heart size,1.0,,0.0,,,,,,,,,,,
" Density surrounding superior mediastinum reflex combination of vascular, osseous common pleural structures",,1.0,,,,,,,,,,,,
 No focal airspace consolidation,1.0,,,,,,0.0,,,,,,,
 Moderate degenerative disc disease with osteophyte formation bridging,,,,,,,,,,,,,,
The patient is status post CABG,1.0,,,,,,,,,,,,,
 The heart size and pulmonary vascularity appear within normal limits,,,1.0,,,,,,,,,,,
 The lungs are free of focal airspace disease,1.0,,,,0.0,,,,,,,,,
 No pleural effusion or pneumothorax is seen,1.0,,,,,,,,,0.0,0.0,,,
 Degenerative changes are present in the spine,,,,,,,,,,,,,,
 Ureteral stents are noted on the right,1.0,,,,,,,,,,,,,
There is a XXXX moderate layering right pleural effusion with air fluid level noted,,,,,,,,,,,1.0,,,
 XXXX airspace opacity at the superior segment of the right lower lobe,,,,,1.0,,,,,,,,,
 No visualized pneumothorax,1.0,,,,,,,,,0.0,,,,
 The right lateral heart XXXX is obscured,1.0,,,,,,,,,,,,,
 The left lung is clear without focal consolidation,1.0,,,,,,0.0,,,,,,,
 No visualized pneumothorax,1.0,,,,,,,,,0.0,,,,
 No acute bone abnormality,1.0,,,,,,,,,,,,,
The cardiomediastinal silhouette is normal size and configuration,1.0,0.0,,,,,,,,,,,,
 Atherosclerotic calcification of the thoracic aorta,,,,,,,,,,,,,,
 Pulmonary vasculature within normal limits,1.0,,,,,,,,,,,,,
 The lungs are well-aerated,1.0,,,,,,,,,,,,,
" There is no pneumothorax, pleural effusion, or focal consolidation",1.0,,,,,,0.0,,,0.0,0.0,,,
"Left midlung opacity noted, not visualized on prior",,,,,-1.0,,,,,,,,,
 Heart size within normal limits,1.0,,0.0,,,,,,,,,,,
 No pleural effusions,1.0,,,,,,,,,,0.0,,,
 No evidence of pneumothorax,1.0,,,,,,,,,0.0,,,,
 Osseous structures intact,1.0,,,,,,,,,,,,,
Lungs are clear bilaterally,1.0,,,,,,,,,,,,,
" There is no focal consolidation, pleural effusion, or pneumothoraces",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardiomediastinal silhouette is within normal limits,1.0,0.0,,,,,,,,,,,,
 XXXX are unremarkable,1.0,,,,,,,,,,,,,
The heart is normal in size,1.0,,0.0,,,,,,,,,,,
 The mediastinum is unremarkable,1.0,0.0,,,,,,,,,,,,
 The lungs are grossly clear,1.0,,,,,,,,,,,,,
The heart size and pulmonary vascularity appear within normal units,,,1.0,,,,,,,,,,,
 No pleural effusion or pneumothorax is seen,1.0,,,,,,,,,0.0,0.0,,,
 Bandlike opacities are present in the right base consistent with areas of atelectasis,,,,,1.0,,,,1.0,,,,,
 Remainder of the lungs appear clear,1.0,,,,,,,,,,,,,
Normal heart size and mediastinal contours,1.0,0.0,0.0,,,,,,,,,,,
 No focal airspace consolidation,1.0,,,,,,0.0,,,,,,,
 Minimal blunting of the left costophrenic XXXX,,,,,,,,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
 Visualized bony structures are unremarkable in appearance,1.0,,,,,,,,,,,,,
Lungs are clear bilaterally,1.0,,,,,,,,,,,,,
 Cardiac and mediastinal silhouettes are normal,1.0,0.0,,,,,,,,,,,,
 Pulmonary vasculature is normal,1.0,,,,,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
 No acute bony abnormality,1.0,,,,,,,,,,,,,
The cardiomediastinal silhouette and pulmonary vasculature are within normal limits in size,1.0,0.0,,,,,,,,,,,,
 There is patchy airspace disease in the right lower lobe,,,,,1.0,,,,,,,,,
 The lungs are otherwise grossly clear,1.0,,,,,,,,,,,,,
 There is no pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
Lungs are XXXX without focal airspace disease,1.0,,,,0.0,,,,,,,,,
 No pleural effusions or pneumothoraces,1.0,,,,,,,,,0.0,0.0,,,
 heart size is normal status post XXXX sternotomy,1.0,,0.0,,,,,,,,,,,
 Degenerative changes in the thoracic spine,,,,,,,,,,,,,,
 incidental note is XXXX of previous left rotator XXXX repair,1.0,,,,,,,,,,,,,
